Title,Video URL,Video Duration,Views Number,Date the video uploaded
"Nioh 3 Intel Core Ultra 5 125H | Intel Arc IGPU仁王 3 英特尔核心 Ultra 5 125H |英特尔 Arc IGPU","https://www.youtube.com/watch?v=ncuOXw5an6k&pp=ygUGbmlvaCAz","16.05","196次观看","2天前"
"Nioh 3 female character creation super cute girl update仁王3女性角色创建超级可爱女孩更新","https://www.youtube.com/watch?v=RT3oJpIxHk0&pp=ygUGbmlvaCAz","8.08","219次观看","10小时前"
"Nioh 3 on Steam Deck | Performance Test | Lossless ScalingSteam Deck 上的《仁王 3》 |性能测试 |无损缩放","https://www.youtube.com/watch?v=4UQvhUYogps&pp=ygUGbmlvaCAz","6.33","148次观看","2天前"
"Yamagata Masakage - Nioh 3山形正景 - 仁王3","https://www.youtube.com/watch?v=YR_LpNLIpos&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","5.08","186次观看","2天前"
"Mezuki Boss Fight Guide (Nioh 3) Demo | How to Beat Mezuki with OdachiMezuki Boss 战攻略（仁王 3）演示 |如何用大太刀击败梅祖木","https://www.youtube.com/watch?v=yTEeFV8WOXM&pp=ygUGbmlvaCAz","7.37","235次观看","1天前"
"✨AoElena Plays Nioh 3 | Ninja Run✨ Demo Playthrough✨青艾琳娜玩《仁王3》 |忍者跑✨演示游玩","https://www.youtube.com/watch?v=VF0GZHnXLPg&pp=ygUGbmlvaCAz","","3人正在观看",""
"Nioh 3 Hitokoto Slope 100% Guide (All Items, All Chests, All Secrets)仁王3 人刀斜坡100%攻略（所有道具、宝箱、所有秘密）","https://www.youtube.com/watch?v=TSXoh8WPlPs&pp=ygUGbmlvaCAz","10.23","128次观看","2天前"
"Nioh 3 on GTX 1050 - Playable?GTX 1050 上的仁王 3——可以玩吗？","https://www.youtube.com/watch?v=RggL-JkL0NI&pp=ygUGbmlvaCAz","4.40","164次观看","1天前"
"NIOH 3  DEMO  GAMEPLAY仁王3演示游戏","https://www.youtube.com/watch?v=AyrOxZEExqY&pp=ygUGbmlvaCAz","1.32:38","109次观看","直播时间：22小时前"
"Nioh 3 | PC | 9070 XT | 9800 X3D | Cp.2 "Demo"仁王 3 |PC |9070 XT |9800 X3D |Cp.2 “演示”","https://www.youtube.com/watch?v=d_nY9w2S138&pp=ygUGbmlvaCAz","2.45:28","119次观看","直播时间：1天前"
"Nioh 3 - 1440p/4K + DLSS 4 PC Benchmarks - NVIDIA RTX 5090仁王 3 - 1440p/4K + DLSS 4 PC 基准测试 - NVIDIA RTX 5090","https://www.youtube.com/watch?v=vhhU6LssN9A&pp=ygUGbmlvaCAz","17.33","199次观看","2天前"
"ELDEN LORD PLAYS NIOH 3 on PC AND ⚔️... | Nioh 3 (Full Demo Gameplay)《艾尔登领主》在 PC 上玩《仁王 3》，还有⚔️......|仁王 3（完整演示游戏演示）","https://www.youtube.com/watch?v=wPc-QTiAOrs&pp=ygUGbmlvaCAz","21.51","101次观看","2天前"
"Nioh 3 - Vamos a jugar Nioh 3 en español 🥷🏻⚔️👹💥🗡️💣🏹☠️👺仁王3——让我们一起玩西班牙语版🥷🏻⚔️👹💥🗡️💣🏹☠️👺仁王3","https://www.youtube.com/watch?v=Y-xyl6CxoCQ&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","5.53:47","84次观看","直播时间：1天前"
"Nioh 3 – Main Menu Theme (20 Minute Loop) | Demo OST","https://www.youtube.com/watch?v=uMyt5kf_eaQ&list=RDuMyt5kf_eaQ&start_radio=1&pp=ygUGbmlvaCAzoAcB","20.06","125次观看","2天前"
"Nioh 3 - RTX 3070 - Ryzen 5600x - 1440p, 1080p - Benchmark","https://www.youtube.com/watch?v=1O2fTn-TNe4&pp=ygUGbmlvaCAz","18.36","196次观看","8小时前"
"Nioh 3 Odachi Gameplay | Demo Impressions (21:9)","https://www.youtube.com/watch?v=cD65yXAGSQ0&pp=ygUGbmlvaCAz","3.02:24","179次观看","直播时间：18小时前"
"Nioh 3 - Guia 100% colecionáveis e troféus | Parte 1 - Tutorial e Região Rio Tenryu","https://www.youtube.com/watch?v=Ms5D9pPNoaY&pp=ygUGbmlvaCAz","2.28:00","339次观看","9小时前"
"HOW to SHOW FPS in NIOH 3","https://www.youtube.com/watch?v=FFvoIQTQLLI&pp=ygUGbmlvaCAz","0.54","107次观看","2天前"
"Nioh 3 Axe Full Skill Tree and Move Set Demonstration","https://www.youtube.com/watch?v=ysbmwI-zkUU&pp=ygUGbmlvaCAz","4.26","166次观看","2天前"
"BLIND NIOH 3 DEMO! FIRST TIME EVER PLAYING NIOH... HELP! ⚔️👻","https://www.youtube.com/watch?v=6L_r5JQurAI&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","3.31:09","76次观看","直播时间：18小时前"
"Nioh 3 using DLSS 4 & DLSS 4.5! | RTX 4060 & Ryzen 7 2700 | 1080p & 1440p Tested","https://www.youtube.com/watch?v=swCKzwYuQlQ&pp=ygUGbmlvaCAz","9.35","101次观看","1天前"
"Nioh 3 | RTX 4070 Super | 1440p | Preset Ultra","https://www.youtube.com/watch?v=8QhQV2R_Ors&pp=ygUGbmlvaCAz","20.48","114次观看","1天前"
"Nioh 3 Gameplay Walkthrough Part 1 [4K 60FPS PC ULTRA] - No Commentary","https://www.youtube.com/watch?v=nAwNNvI41xk&pp=ygUGbmlvaCAz","1.40:28","71次观看","3天前"
"Nioh 3 Demo | PC Gameplay (Mouse & Keyboard)","https://www.youtube.com/watch?v=VkIQKAvl9mI&pp=ygUGbmlvaCAz","5.07:07","82次观看","直播时间：2天前"
"NIOH 3 - iGPU i5-13400 HD Intel UHD Graphics 730 (LOL at least it runs)","https://www.youtube.com/watch?v=nLJv1wi3DXA&pp=ygUGbmlvaCAz","13.09","77次观看","3天前"
"🔴Livestream🔴 NioH 3 PS5 Walkthrough Part 3 - The Battle of Futamata Castle & Takeda Shingen Boss","https://www.youtube.com/watch?v=l6Q2TfiAaKA&pp=ygUGbmlvaCAz","8.30:16","78次观看","直播时间：18小时前"
"مراجعة Nioh 3 🔥 هل تستحق الشراء؟ | أقوى جزء في السلسلة؟","https://www.youtube.com/watch?v=Zn4RKx44Qg4&pp=ygUGbmlvaCAz","10.53","95次观看","4天前"
"Nioh 3 Demo DLSS 4.5 Preset M, MFG | RTX 5090 [4K] Ryzen 7 9800X3D","https://www.youtube.com/watch?v=bkeRtiHNZx4&pp=ygUGbmlvaCAz","10.15","72次观看","1天前"
"Nioh 3 Demo burst break ki pulse cancel","https://www.youtube.com/watch?v=LRtRQ82qGO0&pp=ygUGbmlvaCAz","0.31","84次观看","2天前"
"NIOH 3- Assassin's Creed Odyssey | WWM Later","https://www.youtube.com/watch?v=ZccbM7M1ToE&pp=ygUGbmlvaCAz","3.33:28","67次观看","直播时间：1天前"
"How To Change Language In Nioh 3","https://www.youtube.com/watch?v=35oqHonKU6E&pp=ygUGbmlvaCAz","1.03","76次观看","2天前"
"Live | Nioh 3 Open Fields","https://www.youtube.com/watch?v=jdo6ILJvSpE&pp=ygUGbmlvaCAz","2.08:56","81次观看","直播时间：2天前"
"NEW SAMURAI SOULS-LIKE GAME | NIOH 3 PS5 GAMEPLAY HINDI","https://www.youtube.com/watch?v=fv1F5i2wtek&pp=ygUGbmlvaCAz","23.21","68次观看","1天前"
"Nioh 3 demo - Testes em RX 580 , RX 7600 , RTX  5050","https://www.youtube.com/watch?v=oCnAMLzECZg&pp=ygUGbmlvaCAz","","84次观看","直播时间：2天前"
"Nioh 3 Full Game Part 2 (Ps5 4K)","https://www.youtube.com/watch?v=GWTGoOrfZuY&pp=ygUGbmlvaCAz","","62次观看","2天前"
"Nioh 3 – GTX 1060 + i7-3770K | 1080p Best Settings✅","https://www.youtube.com/watch?v=NHqSu4yWR5w&pp=ygUGbmlvaCAz","","99次观看","1天前"
"MAGATSU PRIME / Demônio da Lâmina Sangrenta - NIOH 3 / PS5","https://www.youtube.com/watch?v=RO2MyoXSUV0&pp=ygUGbmlvaCAz","","87次观看","1天前"
"Nioh 3","https://www.youtube.com/watch?v=jdeq8yO8gv8&pp=ygUGbmlvaCAz","","58次观看","直播时间：2天前"
"👉 Nioh 3 Demo – First Impressions | Live Gameplay","https://www.youtube.com/watch?v=yrR_aapJJWY&pp=ygUGbmlvaCAz","","68次观看","直播时间：2天前"
"Nioh 3 Gameplay Overview - Samurai & Ninja Combat (2026)","https://www.youtube.com/watch?v=2U7KIyCn4JU&pp=ygUGbmlvaCAz","","55次观看","6天前"
"Nioh 3 Ninja Swords Full Skill Tree and Move Set Demonstration New Weapon Type Different Katana","https://www.youtube.com/watch?v=L2WjrgMpPjY&pp=ygUGbmlvaCAz","","101次观看","2天前"
"Nioh 3 ( Demo ). Ямагата Масакагэ ( No Damage )","https://www.youtube.com/watch?v=94VChP30vvY&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","","59次观看","1天前"
"PS5[仁王3:Nioh 3]體驗版通關後隱藏任務｜田鶴夫人（椿姬）｜觸發位置","https://www.youtube.com/watch?v=6MpPmvd8IBg&pp=ygUGbmlvaCAz","","195次观看","1天前"
"RTX 4060 Ti on Nioh 3 | 1080p, 2K, 4K Max Settings","https://www.youtube.com/watch?v=wS5_xWRP8HY&pp=ygUGbmlvaCAz","","82次观看","1天前"
"Nioh 3 PS5 vs PC Graphics Comparison","https://www.youtube.com/watch?v=BdBSk_-M3qw&pp=ygUGbmlvaCAz","","103次观看","1天前"
"Nioh 3 PC Performance Tested","https://www.youtube.com/watch?v=lpG_d-j3yBY&pp=ygUGbmlvaCAz","","247次观看","10小时前"
"NIoh 3 | How to Unlock High & Low Stance #nioh3","https://www.youtube.com/watch?v=-BXgw2zWPW8&pp=ygUGbmlvaCAz","","118次观看","2天前"
